Scientific Name,Q-number,Language,Wikipedia Title,Extracted Q-number
Koenigia polystachya,Q15146805,fr,Polygonum polystachyum,Q15146805
Koenigia polystachya,Q15146805,nl,Afghaanse duizendknoop,Q15146805
Koenigia polystachya,Q15146805,sv,Syrenslide,Q15146805
Lagarosiphon major,Q6471912,de,Wechselblatt-Wasserpest,Q6471912
Lagarosiphon major,Q6471912,en,Lagarosiphon major,Q6471912
Lagarosiphon major,Q6471912,es,Lagarosiphon major,Q6471912
Lagarosiphon major,Q6471912,et,Kähar näkikatk,Q6471912
Lagarosiphon major,Q6471912,fr,Lagarosiphon major,Q6471912
Lagarosiphon major,Q6471912,sv,Lagarosiphon major,Q6471912
Lampropeltis getula,Q747093,cs,Korálovka pruhovaná,Q747093
Lampropeltis getula,Q747093,de,Kettennatter,Q747093
Lampropeltis getula,Q747093,en,Lampropeltis getula,Q747093
Lampropeltis getula,Q747093,es,Lampropeltis getula,Q747093
Lampropeltis getula,Q747093,fi,Kuningaskäärme,Q747093
Lampropeltis getula,Q747093,fr,Lampropeltis getula,Q747093
Lampropeltis getula,Q747093,hu,Királysikló,Q747093
Lampropeltis getula,Q747093,nl,Gewone koningsslang,Q747093
Lampropeltis getula,Q747093,pl,Lancetogłów królewski,Q747093
Lampropeltis getula,Q747093,sk,Hadiarka retiazková,Q747093
Lampropeltis getula,Q747093,sv,Lampropeltis getula,Q747093
Lepomis gibbosus,Q826713,bg,Слънчева риба,Q826713
Lepomis gibbosus,Q826713,cs,Slunečnice pestrá,Q826713
Lepomis gibbosus,Q826713,de,Gemeiner Sonnenbarsch,Q826713
Lepomis gibbosus,Q826713,en,Pumpkinseed,Q826713
Lepomis gibbosus,Q826713,es,Lepomis gibbosus,Q826713
Lepomis gibbosus,Q826713,fi,Aurinkoahven,Q826713
Lepomis gibbosus,Q826713,fr,Lepomis gibbosus,Q826713
Lepomis gibbosus,Q826713,hr,Sunčanica (riba),Q826713
Lepomis gibbosus,Q826713,hu,Naphal,Q826713
Lepomis gibbosus,Q826713,it,Lepomis gibbosus,Q826713
Lepomis gibbosus,Q826713,lt,Paprastasis saulešeris,Q826713
Lepomis gibbosus,Q826713,nl,Zonnebaars,Q826713
Lepomis gibbosus,Q826713,pl,Bass słoneczny,Q826713
Lepomis gibbosus,Q826713,pt,Perca-sol,Q826713
Lepomis gibbosus,Q826713,sl,Sončni ostriž,Q826713
Lepomis gibbosus,Q826713,sv,Solabborre,Q826713
Lespedeza cuneata,Q5364126,en,Lespedeza cuneata,Q5364126
Lespedeza cuneata,Q5364126,es,Lespedeza cuneata,Q5364126
Lespedeza cuneata,Q5364126,fi,Kiinanpensasapila,Q5364126
Lespedeza cuneata,Q5364126,fr,Lespedeza cuneata,Q5364126
Lespedeza cuneata,Q5364126,sv,Lespedeza cuneata,Q5364126
Limnoperna fortunei,Q3267225,de,Limnoperna fortunei,Q3267225
Limnoperna fortunei,Q3267225,en,Limnoperna fortunei,Q3267225
Limnoperna fortunei,Q3267225,es,Limnoperna fortunei,Q3267225
Limnoperna fortunei,Q3267225,fr,Limnoperna fortunei,Q3267225
Limnoperna fortunei,Q3267225,nl,Limnoperna fortunei,Q3267225
Limnoperna fortunei,Q3267225,pt,Mexilhão-dourado,Q3267225
Lithobates catesbeianus,Q159404,bg,Жаба бик,Q159404
Lithobates catesbeianus,Q159404,cs,Skokan volský,Q159404
Lithobates catesbeianus,Q159404,da,Amerikansk oksefrø,Q159404
Lithobates catesbeianus,Q159404,de,Nordamerikanischer Ochsenfrosch,Q159404
Lithobates catesbeianus,Q159404,el,Αμερικανικός βουβαλοβάτραχος,Q159404
Lithobates catesbeianus,Q159404,en,American bullfrog,Q159404
Lithobates catesbeianus,Q159404,es,Aquarana catesbeiana,Q159404
Lithobates catesbeianus,Q159404,et,Härgkonn,Q159404
Lithobates catesbeianus,Q159404,fi,Härkäsammakko,Q159404
Lithobates catesbeianus,Q159404,fr,Ouaouaron,Q159404
Lithobates catesbeianus,Q159404,hu,Ökörbéka,Q159404
Lithobates catesbeianus,Q159404,it,Lithobates catesbeianus,Q159404
Lithobates catesbeianus,Q159404,lt,Varlė jautis,Q159404
Lithobates catesbeianus,Q159404,nl,Amerikaanse stierkikker,Q159404
Lithobates catesbeianus,Q159404,pl,Żaba rycząca,Q159404
Lithobates catesbeianus,Q159404,pt,Rã-touro-americana,Q159404
Lithobates catesbeianus,Q159404,sl,Volovska žaba,Q159404
Lithobates catesbeianus,Q159404,sv,Oxgroda,Q159404
Ludwigia grandiflora,Q3266274,de,Großblütiges Heusenkraut,Q3266274
Ludwigia grandiflora,Q3266274,en,Ludwigia grandiflora,Q3266274
Ludwigia grandiflora,Q3266274,es,Ludwigia grandiflora,Q3266274
Ludwigia grandiflora,Q3266274,fr,Ludwigia grandiflora,Q3266274
Ludwigia grandiflora,Q3266274,nl,Waterteunisbloem,Q3266274
Ludwigia grandiflora,Q3266274,sv,Ludwigia grandiflora,Q3266274
Ludwigia peploides,Q3007973,de,Flutendes Heusenkraut,Q3007973
Ludwigia peploides,Q3007973,el,Ludwigia peploides,Q3007973
Ludwigia peploides,Q3007973,en,Ludwigia peploides,Q3007973
Ludwigia peploides,Q3007973,es,Ludwigia peploides,Q3007973
Ludwigia peploides,Q3007973,fr,Ludwigia peploides,Q3007973
Ludwigia peploides,Q3007973,nl,Kleine waterteunisbloem,Q3007973
Ludwigia peploides,Q3007973,pt,Ludwigia peploides,Q3007973
Ludwigia peploides,Q3007973,sv,Ludwigia peploides,Q3007973
Lygodium japonicum,Q3338251,en,Lygodium japonicum,Q3338251
Lygodium japonicum,Q3338251,es,Lygodium japonicum,Q3338251
Lygodium japonicum,Q3338251,fr,Lygodium japonicum,Q3338251
Lygodium japonicum,Q3338251,sv,Lygodium japonicum,Q3338251
Lysichiton americanus,Q469972,da,Gul kæmpekalla,Q469972
Lysichiton americanus,Q469972,de,Amerikanischer Stinktierkohl,Q469972
Lysichiton americanus,Q469972,en,Lysichiton americanus,Q469972
Lysichiton americanus,Q469972,es,Lysichiton americanus,Q469972
Lysichiton americanus,Q469972,et,Ameerika kevadvõhk,Q469972
Lysichiton americanus,Q469972,fi,Keltamajavankaali,Q469972
Lysichiton americanus,Q469972,fr,Lysichiton americanus,Q469972
Lysichiton americanus,Q469972,hr,Američki kozlac,Q469972
Lysichiton americanus,Q469972,hu,Sárga lápbuzogány,Q469972
Lysichiton americanus,Q469972,lt,Amerikinis lizichitonas,Q469972
Lysichiton americanus,Q469972,lv,Amerikas lizihitons,Q469972
Lysichiton americanus,Q469972,nl,Moeraslantaarn,Q469972
Lysichiton americanus,Q469972,pl,Tulejnik amerykański,Q469972
Lysichiton americanus,Q469972,sv,Gul skunkkalla,Q469972
Microstegium vimineum,Q5699638,en,Microstegium vimineum,Q5699638
Microstegium vimineum,Q5699638,es,Microstegium vimineum,Q5699638
Microstegium vimineum,Q5699638,sv,Japanskt styltgräs,Q5699638
Morone americana,Q2337531,en,White perch,Q2337531
Morone americana,Q2337531,fi,Amerikanbassi,Q2337531
Morone americana,Q2337531,fr,Morone americana,Q2337531
Morone americana,Q2337531,hu,Morone americana,Q2337531
Morone americana,Q2337531,nl,Amerikaanse zeebaars,Q2337531
Morone americana,Q2337531,pl,Moron biały,Q2337531
Morone americana,Q2337531,sl,Ameriški brancin,Q2337531
Morone americana,Q2337531,sv,Vitabborre,Q2337531
Muntiacus reevesi,Q695973,bg,Китайски мунтжак,Q695973
Muntiacus reevesi,Q695973,cs,Muntžak malý,Q695973
Muntiacus reevesi,Q695973,de,Chinesischer Muntjak,Q695973
Muntiacus reevesi,Q695973,en,Reeves's muntjac,Q695973
Muntiacus reevesi,Q695973,es,Muntiacus reevesi,Q695973
Muntiacus reevesi,Q695973,fi,Kiinanmuntjakki,Q695973
Muntiacus reevesi,Q695973,fr,Muntjac de Reeves,Q695973
Muntiacus reevesi,Q695973,hu,Kínai muntyákszarvas,Q695973
Muntiacus reevesi,Q695973,it,Muntiacus reevesi,Q695973
Muntiacus reevesi,Q695973,lt,Kininis muntjakas,Q695973
Muntiacus reevesi,Q695973,nl,Chinese muntjak,Q695973
Muntiacus reevesi,Q695973,pl,Mundżak chiński,Q695973
Muntiacus reevesi,Q695973,pt,Muntiacus reevesi,Q695973
Muntiacus reevesi,Q695973,sv,Muntiacus reevesi,Q695973
Myocastor coypus,Q187704,bg,Нутрия,Q187704
Myocastor coypus,Q187704,cs,Nutrie říční,Q187704
Myocastor coypus,Q187704,de,Nutria,Q187704
Myocastor coypus,Q187704,en,Nutria,Q187704
Myocastor coypus,Q187704,es,Myocastor coypus,Q187704
Myocastor coypus,Q187704,et,Nutria,Q187704
Myocastor coypus,Q187704,fi,Nutria,Q187704
Myocastor coypus,Q187704,fr,Ragondin,Q187704
Myocastor coypus,Q187704,ga,Cadhpú,Q187704
Myocastor coypus,Q187704,hr,Barska nutrija,Q187704
Myocastor coypus,Q187704,hu,Nutria,Q187704
Myocastor coypus,Q187704,it,Nutria,
Myocastor coypus,Q187704,lt,Nutrija,Q187704
Myocastor coypus,Q187704,nl,Beverrat,Q187704
Myocastor coypus,Q187704,pl,Nutria amerykańska,Q187704
Myocastor coypus,Q187704,pt,Myocastor coypus,Q187704
Myocastor coypus,Q187704,ro,Nutrie,Q187704
Myocastor coypus,Q187704,sk,Nutria riečna,Q187704
Myocastor coypus,Q187704,sl,Nutrija,Q187704
Myocastor coypus,Q187704,sv,Sumpbäver,Q187704
Myriophyllum aquaticum,Q899338,de,Brasilianisches Tausendblatt,Q899338
Myriophyllum aquaticum,Q899338,en,Myriophyllum aquaticum,Q899338
Myriophyllum aquaticum,Q899338,es,Myriophyllum aquaticum,Q899338
Myriophyllum aquaticum,Q899338,et,Brasiilia vesikuusk,Q899338
Myriophyllum aquaticum,Q899338,fi,Isoärviä,Q899338
Myriophyllum aquaticum,Q899338,fr,Myriophyllum aquaticum,Q899338
Myriophyllum aquaticum,Q899338,it,Myriophyllum aquaticum,Q899338
Myriophyllum aquaticum,Q899338,nl,Parelvederkruid,Q899338
Myriophyllum aquaticum,Q899338,pl,Wywłócznik brazylijski,Q899338
Myriophyllum aquaticum,Q899338,pt,Myriophyllum aquaticum,Q899338
Myriophyllum aquaticum,Q899338,sv,Storslinga,Q899338
Myriophyllum heterophyllum,Q160407,de,Verschiedenblättriges Tausendblatt,Q160407
Myriophyllum heterophyllum,Q160407,en,Myriophyllum heterophyllum,Q160407
Myriophyllum heterophyllum,Q160407,es,Myriophyllum heterophyllum,Q160407
Myriophyllum heterophyllum,Q160407,fi,Kampaärviä,Q160407
Myriophyllum heterophyllum,Q160407,fr,Myriophyllum heterophyllum,Q160407
Myriophyllum heterophyllum,Q160407,pl,Wywłócznik różnolistny,Q160407
Myriophyllum heterophyllum,Q160407,sv,Myriophyllum heterophyllum,Q160407
Nasua nasua,Q148462,bg,Южноамериканско коати,Q148462
Nasua nasua,Q148462,cs,Nosál červený,Q148462
Nasua nasua,Q148462,da,Næsebjørn,Q148462
Nasua nasua,Q148462,de,Südamerikanischer Nasenbär,Q148462
Nasua nasua,Q148462,en,South American coati,Q148462
Nasua nasua,Q148462,es,Nasua nasua,Q148462
Nasua nasua,Q148462,fi,Punakoati,Q148462
Nasua nasua,Q148462,fr,Nasua nasua,Q148462
Nasua nasua,Q148462,hu,Ormányos medve,Q148462
Nasua nasua,Q148462,it,Nasua nasua,Q148462
Nasua nasua,Q148462,lt,Paprastasis koatis,Q148462
Nasua nasua,Q148462,lv,Dienvidamerikas koati,Q148462
Nasua nasua,Q148462,nl,Rode neusbeer,Q148462
Nasua nasua,Q148462,pl,Ostronos rudy,Q148462
Nasua nasua,Q148462,pt,Quati-de-cauda-anelada,Q148462
Nasua nasua,Q148462,sl,Koati,Q148462
Nasua nasua,Q148462,sv,Vanlig näsbjörn,Q148462
Nyctereutes procyonoides,Q133189,bg,Енотовидно куче,Q133189
Nyctereutes procyonoides,Q133189,cs,Psík mývalovitý,Q133189
Nyctereutes procyonoides,Q133189,da,Mårhund,Q133189
Nyctereutes procyonoides,Q133189,de,Marderhund,Q133189
Nyctereutes procyonoides,Q133189,el,Σκύλος ρακούν,Q133189
Nyctereutes procyonoides,Q133189,en,Common raccoon dog,Q133189
Nyctereutes procyonoides,Q133189,es,Nyctereutes procyonoides,Q133189
Nyctereutes procyonoides,Q133189,et,Kährik,Q133189
Nyctereutes procyonoides,Q133189,fi,Supikoira,Q133189
Nyctereutes procyonoides,Q133189,fr,Chien viverrin,Q133189
Nyctereutes procyonoides,Q133189,hr,Kunopas,Q133189
Nyctereutes procyonoides,Q133189,hu,Nyestkutya,Q133189
Nyctereutes procyonoides,Q133189,it,Nyctereutes procyonoides,Q133189
Nyctereutes procyonoides,Q133189,lt,Usūrinis šuo,Q133189
Nyctereutes procyonoides,Q133189,lv,Jenotsuns,Q133189
Nyctereutes procyonoides,Q133189,nl,Wasbeerhond,Q133189
Nyctereutes procyonoides,Q133189,pl,Jenot azjatycki,Q133189
Nyctereutes procyonoides,Q133189,pt,Cão-guaxinim,Q133189
Nyctereutes procyonoides,Q133189,ro,Câine enot,Q133189
Nyctereutes procyonoides,Q133189,sk,Psík medvedíkovitý,Q133189
Nyctereutes procyonoides,Q133189,sl,Rakunasti pes,Q133189
Nyctereutes procyonoides,Q133189,sv,Mårdhund,Q133189
Ondatra zibethicus,Q26283,bg,Ондатра,Q26283
Ondatra zibethicus,Q26283,cs,Ondatra pižmová,Q26283
Ondatra zibethicus,Q26283,da,Bisamrotte,Q26283
Ondatra zibethicus,Q26283,de,Bisamratte,Q26283
Ondatra zibethicus,Q26283,en,Muskrat,Q26283
Ondatra zibethicus,Q26283,es,Ondatra zibethicus,Q26283
Ondatra zibethicus,Q26283,et,Ondatra,Q26283
Ondatra zibethicus,Q26283,fi,Piisami,Q26283
Ondatra zibethicus,Q26283,fr,Rat musqué,Q26283
Ondatra zibethicus,Q26283,ga,Muscfhrancach,Q26283
Ondatra zibethicus,Q26283,hr,Bizamski štakor,Q26283
Ondatra zibethicus,Q26283,hu,Pézsmapocok,Q26283
Ondatra zibethicus,Q26283,it,Ondatra zibethicus,Q26283
Ondatra zibethicus,Q26283,lt,Ondatra,Q26283
Ondatra zibethicus,Q26283,lv,Ondatra,Q26283
Ondatra zibethicus,Q26283,nl,Muskusrat,Q26283
Ondatra zibethicus,Q26283,pl,Piżmak amerykański,Q26283
Ondatra zibethicus,Q26283,pt,Rato-almiscarado,Q26283
Ondatra zibethicus,Q26283,ro,Bizam,Q26283
Ondatra zibethicus,Q26283,sk,Ondatra pižmová,Q26283
Ondatra zibethicus,Q26283,sl,Pižmovka,Q26283
Ondatra zibethicus,Q26283,sv,Bisam,Q26283
Orconectes limosus,Q107078367,bg,Шипобуз рак,Q107078367
Orconectes limosus,Q107078367,cs,Rak pruhovaný,Q107078367
Orconectes limosus,Q107078367,de,Kamberkrebs,Q107078367
Orconectes limosus,Q107078367,en,Faxonius limosus,Q107078367
Orconectes limosus,Q107078367,es,Orconectes limosus,Q107078367
Orconectes limosus,Q107078367,et,Ogapõskne vähk,Q107078367
Orconectes limosus,Q107078367,fi,Amerikankääpiörapu,Q107078367
Orconectes limosus,Q107078367,fr,Faxonius limosus,Q107078367
Orconectes limosus,Q107078367,it,Orconectes limosus,Q107078367
Orconectes limosus,Q107078367,lt,Rainuotasis vėžys,Q107078367
Orconectes limosus,Q107078367,nl,Gevlekte Amerikaanse rivierkreeft,Q107078367
Orconectes limosus,Q107078367,pl,Rak pręgowaty,Q107078367
Orconectes limosus,Q107078367,sv,Orconectes limosus,Q107078367
Orconectes virilis,Q59282984,en,Faxonius virilis,Q59282984
Orconectes virilis,Q59282984,nl,Geknobbelde Amerikaanse rivierkreeft,Q59282984
Oxyura jamaicensis,Q647461,bg,Американска тръноопашата потапница,Q647461
Oxyura jamaicensis,Q647461,cs,Kachnice kaštanová,Q647461
Oxyura jamaicensis,Q647461,de,Schwarzkopf-Ruderente,Q647461
Oxyura jamaicensis,Q647461,en,Ruddy duck,Q647461
Oxyura jamaicensis,Q647461,es,Oxyura jamaicensis,Q647461
Oxyura jamaicensis,Q647461,fi,Kuparisorsa,Q647461
Oxyura jamaicensis,Q647461,fr,Érismature rousse,Q647461
Oxyura jamaicensis,Q647461,ga,Lacha rua,Q647461
Oxyura jamaicensis,Q647461,hu,Halcsontfarkú réce,Q647461
Oxyura jamaicensis,Q647461,it,Oxyura jamaicensis,Q647461
Oxyura jamaicensis,Q647461,lt,Baltaskruostė stačiauodegė antis,Q647461
Oxyura jamaicensis,Q647461,lv,Jamaikas zilknābis,Q647461
Oxyura jamaicensis,Q647461,nl,Rosse stekelstaart,Q647461
Oxyura jamaicensis,Q647461,pl,Sterniczka jamajska,Q647461
Oxyura jamaicensis,Q647461,pt,Pato-de-rabo-alçado-americano,Q647461
Oxyura jamaicensis,Q647461,ro,Rață jamaicană,Q647461
Oxyura jamaicensis,Q647461,sk,Potápnica bielolíca,Q647461
Oxyura jamaicensis,Q647461,sv,Amerikansk kopparand,Q647461
Pacifastacus leniusculus,Q693000,bg,Pacifastacus leniusculus,Q693000
Pacifastacus leniusculus,Q693000,cs,Rak signální,Q693000
Pacifastacus leniusculus,Q693000,da,Signalkrebs,Q693000
Pacifastacus leniusculus,Q693000,de,Signalkrebs,Q693000
Pacifastacus leniusculus,Q693000,en,Signal crayfish,Q693000
Pacifastacus leniusculus,Q693000,es,Pacifastacus leniusculus,Q693000
Pacifastacus leniusculus,Q693000,et,Signaalvähk,Q693000
Pacifastacus leniusculus,Q693000,fi,Täplärapu,Q693000
Pacifastacus leniusculus,Q693000,fr,Pacifastacus leniusculus,Q693000
Pacifastacus leniusculus,Q693000,hr,Signalni rak,Q693000
Pacifastacus leniusculus,Q693000,hu,Amerikai folyamirák,Q693000
Pacifastacus leniusculus,Q693000,it,Pacifastacus leniusculus,Q693000
Pacifastacus leniusculus,Q693000,lt,Žymėtasis vėžys,Q693000
Pacifastacus leniusculus,Q693000,lv,Signālvēzis,Q693000
Pacifastacus leniusculus,Q693000,nl,Signaalkreeft,Q693000
Pacifastacus leniusculus,Q693000,pl,Rak sygnałowy,Q693000
Pacifastacus leniusculus,Q693000,pt,Pacifastacus leniusculus,Q693000
Pacifastacus leniusculus,Q693000,sv,Signalkräfta,Q693000
Parthenium hysterophorus,Q3595850,en,Parthenium hysterophorus,Q3595850
Parthenium hysterophorus,Q3595850,es,Parthenium hysterophorus,Q3595850
Parthenium hysterophorus,Q3595850,fr,Parthenium hysterophorus,Q3595850
Parthenium hysterophorus,Q3595850,pl,Partenium ambrozjowate,Q3595850
Pennisetum setaceum,Q50840675,de,Afrikanisches Lampenputzergras,Q50840675
Pennisetum setaceum,Q50840675,en,Cenchrus setaceus,Q50840675
Pennisetum setaceum,Q50840675,es,Cenchrus setaceus,Q50840675
Pennisetum setaceum,Q50840675,fi,Arabiansulkahirssi,Q50840675
Pennisetum setaceum,Q50840675,it,Cenchrus setaceus,Q50840675
Pennisetum setaceum,Q50840675,pt,Cenchrus setaceus,Q50840675
Pennisetum setaceum,Q50840675,sv,Fjäderborstgräs,Q50840675
Perccottus glenii,Q10623625,de,Amur-Schläfergrundel,Q10623625
Perccottus glenii,Q10623625,en,Chinese sleeper,Q10623625
Perccottus glenii,Q10623625,es,Perccottus glenii,Q10623625
Perccottus glenii,Q10623625,et,Kaugida unimudil,Q10623625
Perccottus glenii,Q10623625,fi,Rohmutokko,Q10623625
Perccottus glenii,Q10623625,fr,Perccottus glenii,Q10623625
Perccottus glenii,Q10623625,hu,Amurgéb,Q10623625
Perccottus glenii,Q10623625,it,Perccottus glenii,Q10623625
Perccottus glenii,Q10623625,lv,Rotans,Q10623625
Perccottus glenii,Q10623625,nl,Amoergrondel,Q10623625
Perccottus glenii,Q10623625,pl,Trawianka,Q10623625
Perccottus glenii,Q10623625,sv,Amursömnfisk,Q10623625
Persicaria perfoliata,Q836721,en,Persicaria perfoliata,Q836721
Persicaria perfoliata,Q836721,es,Persicaria perfoliata,Q836721
Persicaria perfoliata,Q836721,et,Haakuv kirbutatar,Q836721
Persicaria perfoliata,Q836721,it,Persicaria perfoliata,Q836721
Persicaria perfoliata,Q836721,nl,Gestekelde duizendknoop,Q836721
Persicaria perfoliata,Q836721,sv,Truellum perfoliatum,Q836721
Pistia stratiotes,Q654001,cs,Babelka řezanovitá,Q654001
Pistia stratiotes,Q654001,de,Wassersalat,Q654001
Pistia stratiotes,Q654001,en,Pistia,Q654001
Pistia stratiotes,Q654001,es,Pistia stratiotes,Q654001
Pistia stratiotes,Q654001,fi,Pistia,Q654001
Pistia stratiotes,Q654001,fr,Pistia stratiotes,Q654001
Pistia stratiotes,Q654001,hu,Úszó kagylótutaj,Q654001
Pistia stratiotes,Q654001,it,Pistia stratiotes,Q654001
Pistia stratiotes,Q654001,lt,Salotinė plūdoklė,Q654001
Pistia stratiotes,Q654001,nl,Watersla,Q654001
Pistia stratiotes,Q654001,pl,Pistia rozetkowa,Q654001
Pistia stratiotes,Q654001,pt,Pistia,Q654001
Pistia stratiotes,Q654001,sv,Musselblomma,Q654001
Plotosus lineatus,Q767055,bg,Ивичест змиорковиден сом,Q767055
Plotosus lineatus,Q767055,cs,Plotos proužkatý,Q767055
Plotosus lineatus,Q767055,de,Gestreifter Korallenwels,Q767055
Plotosus lineatus,Q767055,en,Plotosus lineatus,Q767055
Plotosus lineatus,Q767055,es,Plotosus lineatus,Q767055
Plotosus lineatus,Q767055,fi,Juovakorallimonni,Q767055
Plotosus lineatus,Q767055,fr,Plotosus lineatus,Q767055
Plotosus lineatus,Q767055,it,Plotosus lineatus,Q767055
Plotosus lineatus,Q767055,nl,Gestreepte koraalmeerval,Q767055
Plotosus lineatus,Q767055,pl,Sumik węgorzowaty,Q767055
Plotosus lineatus,Q767055,pt,Plotosus lineatus,Q767055
Plotosus lineatus,Q767055,sv,Korallmal,Q767055
Procambarus clarkii,Q1133124,bg,Procambarus clarkii,Q1133124
Procambarus clarkii,Q1133124,cs,Rak červený,Q1133124
Procambarus clarkii,Q1133124,de,Roter Amerikanischer Sumpfkrebs,Q1133124
Procambarus clarkii,Q1133124,en,Procambarus clarkii,Q1133124
Procambarus clarkii,Q1133124,es,Procambarus clarkii,Q1133124
Procambarus clarkii,Q1133124,fr,Écrevisse de Louisiane,Q1133124
Procambarus clarkii,Q1133124,hu,Kaliforniai vörösrák,Q1133124
Procambarus clarkii,Q1133124,it,Procambarus clarkii,Q1133124
Procambarus clarkii,Q1133124,nl,Rode Amerikaanse rivierkreeft,Q1133124
Procambarus clarkii,Q1133124,pt,Procambarus clarkii,Q1133124
Procambarus clarkii,Q1133124,sv,Röd sumpkräfta,Q1133124
Procambarus virginalis,Q61642001,cs,Rak mramorovaný,Q61642001
Procambarus virginalis,Q61642001,de,Marmorkrebs,Q61642001
Procambarus virginalis,Q61642001,en,Marbled crayfish,Q61642001
Procambarus virginalis,Q61642001,et,Marmorvähk,Q61642001
Procambarus virginalis,Q61642001,fi,Marmorirapu,Q61642001
Procambarus virginalis,Q61642001,fr,Procambarus virginalis,Q61642001
Procambarus virginalis,Q61642001,nl,Marmerkreeft,Q61642001
Procambarus virginalis,Q61642001,pl,Rak marmurkowy,Q61642001
Procambarus virginalis,Q61642001,sv,Marmorkräfta,Q61642001
Procyon lotor,Q121439,bg,Американски енот,Q121439
Procyon lotor,Q121439,cs,Mýval severní,Q121439
Procyon lotor,Q121439,da,Almindelig vaskebjørn,Q121439
Procyon lotor,Q121439,de,Waschbär,Q121439
Procyon lotor,Q121439,el,Ρακούν,Q121439
Procyon lotor,Q121439,en,Raccoon,Q121439
Procyon lotor,Q121439,es,Procyon lotor,Q121439
Procyon lotor,Q121439,et,Pesukaru,Q121439
Procyon lotor,Q121439,fi,Pesukarhu,Q121439
Procyon lotor,Q121439,fr,Raton laveur,Q121439
Procyon lotor,Q121439,ga,Racún,Q121439
Procyon lotor,Q121439,hr,Američki rakun,Q121439
Procyon lotor,Q121439,hu,Mosómedve,Q121439
Procyon lotor,Q121439,it,Procione,Q403907
Procyon lotor,Q121439,lt,Paprastasis meškėnas,Q121439
Procyon lotor,Q121439,lv,Parastais jenots,Q121439
Procyon lotor,Q121439,nl,Wasbeer,Q121439
Procyon lotor,Q121439,pl,Szop pracz,Q121439
Procyon lotor,Q121439,pt,Guaxinim,Q121439
Procyon lotor,Q121439,ro,Raton,Q121439
Procyon lotor,Q121439,sk,Medvedík čistotný,Q121439
Procyon lotor,Q121439,sl,Rakun,Q121439
Procyon lotor,Q121439,sv,Tvättbjörn,Q121439
Prosopis juliflora,Q127800004,en,Neltuma juliflora,Q127800004
Pseudorasbora parva,Q583540,bg,Pseudorasbora parva,Q583540
Pseudorasbora parva,Q583540,cs,Střevlička východní,Q583540
Pseudorasbora parva,Q583540,de,Blaubandbärbling,Q583540
Pseudorasbora parva,Q583540,en,Stone moroko,Q583540
Pseudorasbora parva,Q583540,es,Pseudorasbora parva,Q583540
Pseudorasbora parva,Q583540,fi,Saharasbora,Q583540
Pseudorasbora parva,Q583540,fr,Pseudorasbora parva,Q583540
Pseudorasbora parva,Q583540,hu,Kínai razbóra,Q583540
Pseudorasbora parva,Q583540,it,Pseudorasbora parva,Q583540
Pseudorasbora parva,Q583540,lt,Rytinis gružlelis,Q583540
Pseudorasbora parva,Q583540,lv,Amūras čebačeks,Q583540
Pseudorasbora parva,Q583540,nl,Blauwband,Q583540
Pseudorasbora parva,Q583540,pl,Czebaczek amurski,Q583540
Pseudorasbora parva,Q583540,ro,Murgoi bălțat,Q583540
Pseudorasbora parva,Q583540,sl,Psevdorazbora,Q583540
Pseudorasbora parva,Q583540,sv,Bandslätting,Q583540
Pueraria montana,Q1054489,en,Pueraria montana,Q1054489
Pueraria montana,Q1054489,es,Pueraria montana,Q1054489
Pueraria montana,Q1054489,et,Hõlmine pueraaria,Q1054489
Pueraria montana,Q1054489,fr,Pueraria montana,Q1054489
Pueraria montana,Q1054489,hu,Kudzu nyílgyökér,Q1054489
Pueraria montana,Q1054489,it,Pueraria montana,Q1054489
Pueraria montana,Q1054489,pl,Opornik łatkowaty,Q1054489
Pueraria montana,Q1054489,sv,Kudzuböna,Q1054489
Pycnonotus cafer,Q509455,bg,Източноазиатски бюлбюл,Q509455
Pycnonotus cafer,Q509455,cs,Bulbul šupinkový,Q509455
Pycnonotus cafer,Q509455,de,Rotsteißbülbül,Q509455
Pycnonotus cafer,Q509455,en,Red-vented bulbul,Q509455
Pycnonotus cafer,Q509455,es,Pycnonotus cafer,Q509455
Pycnonotus cafer,Q509455,fi,Punaperäbulbuli,Q509455
Pycnonotus cafer,Q509455,fr,Bulbul à ventre rouge,Q509455
Pycnonotus cafer,Q509455,hu,Kormos bülbül,Q509455
Pycnonotus cafer,Q509455,nl,Roodbuikbuulbuul,Q509455
Pycnonotus cafer,Q509455,pl,Bilbil czerwonoplamy,Q509455
Pycnonotus cafer,Q509455,pt,Pycnonotus cafer,Q509455
Pycnonotus cafer,Q509455,sv,Rödgumpad bulbyl,Q509455
Rugulopteryx okamurae,Q29904651,de,Rugulopteryx okamurae,Q29904651
Rugulopteryx okamurae,Q29904651,en,Rugulopteryx okamurae,Q29904651
Rugulopteryx okamurae,Q29904651,es,Rugulopteryx okamurae,Q29904651
Rugulopteryx okamurae,Q29904651,fr,Rugulopteryx okamurae,Q29904651
Rugulopteryx okamurae,Q29904651,pt,Rugulopterix okamurae,Q29904651
Salvinia molesta,Q2716094,cs,Nepukalka obtížná,Q2716094
Salvinia molesta,Q2716094,de,Salvinia molesta,Q2716094
Salvinia molesta,Q2716094,en,Salvinia molesta,Q2716094
Salvinia molesta,Q2716094,es,Salvinia molesta,Q2716094
Salvinia molesta,Q2716094,fi,Poimukellussaniainen,Q2716094
